id_avaliacao,filosofo,id_filosofo,materia,id_materia,classificacao,cor,justificativa
A141,Imre Lakatos,F15,Engenharia aeroespacial,M13.2,Ciência,Verde,Altamente progressivo. Modifica e refina constantemente seu cinturão protetor tecnológico para prever e superar novos desafios atmosféricos e espaciais.
A142,Imre Lakatos,F15,Esportes,M14,Não Ciência,Cinza,Atividade física e lúdica. Não formula um sistema teórico de núcleo e cinturão para investigação e previsão científica de leis.
A143,Imre Lakatos,F15,Filosofia - Estética,M15.1,Não Ciência,Cinza,Trabalha a valoração do belo. Não possui núcleo rígido focado em previsões empíricas de fatos físicos observáveis.
A144,Imre Lakatos,F15,Filosofia - Ética,M15.2,Não Ciência,Cinza,"Por lidar com o ""dever ser"", não formula um núcleo destinado a testar previsões no mundo fático."
A145,Imre Lakatos,F15,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Seus conceitos estruturais não objetivam fazer ou testar previsões empíricas na realidade física.
A146,Imre Lakatos,F15,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,"Analisa conceitualmente a teoria do conhecimento, sem um programa de pesquisa direcionado à previsão empírica."
A147,Imre Lakatos,F15,Filosofia - Lógica,M15.5,Não Ciência,Cinza,"Seu núcleo é puramente matemático e analítico a priori, logo, não realiza previsões empíricas sobre o universo físico."
A148,Imre Lakatos,F15,Física,M18,Ciência,Verde,"Programa extremamente progressivo. A relatividade geral (núcleo), por exemplo, orientou ajustes teóricos que previram fatos empíricos antes inimagináveis (como ondas gravitacionais e o desvio da luz)."
A149,Imre Lakatos,F15,Frenologia,M19,Pseudociência,Vermelho,"Programa degenerativo. Quando a análise craniana não batia com a personalidade, criavam-se hipóteses auxiliares apenas para justificar o erro e blindar o núcleo, sem prever fatos neurológicos reais."
A150,Imre Lakatos,F15,Geografia Física,M20.1,Ciência,Verde,Progressiva. Ajusta modelos climáticos e geomorfológicos para antecipar eventos e descobrir novas dinâmicas terrestres.
A151,Imre Lakatos,F15,Geografia Humana,M20.2,Ciência,Verde,Progressiva quando utiliza dados demográficos e espaciais para formular previsões testáveis sobre migrações e expansão urbana.
A152,Imre Lakatos,F15,Geotecnologias,M20.3,Ciência,Verde,rogressiva metodologicamente. Refina constantemente suas ferramentas (cinturão) para prever mapeamentos e dinâmicas do solo com precisão crescente.
A153,Imre Lakatos,F15,História,M21,Não Ciência,Cinza,É focada em retrospectiva. Não possui um núcleo rígido formulado para realizar ou testar previsões empíricas futuras sobre a realidade fática.
A154,Imre Lakatos,F15,Homeopatia,M22,Pseudociência,Vermelho,"Programa degenerativo. Como falha sistematicamente na clínica, inventa desculpas (ex: ""memória da água"" ou agravamento temporário) para proteger o núcleo, falhando em descobrir mecanismos fisiológicos reais."
A155,Imre Lakatos,F15,Linguística Formal,M23,Ciência,Verde,"São programas de pesquisa extremamente progressivos. A Linguística Formal e a Psicolinguística alteram continuamente suas hipóteses auxiliares para prever e descobrir novos fatos sobre o processamento mental, aumentando seu poder preditivo."
A156,Imre Lakatos,F15,Literatura,M24,Não Ciência,Cinza,Obra criativa e interpretativa que escapa inteiramente à lógica de formulação de predições empíricas.
A157,Imre Lakatos,F15,Marxismo,M25,Pseudociência,Vermelho,"Exemplo clássico do próprio Lakatos como programa degenerativo. Quando predições falharam, criou hipóteses auxiliares ad hoc (como a teoria do imperialismo) só para salvar o núcleo, perdendo o poder de prever fatos novos."
A158,Imre Lakatos,F15,Matemática,M26,Não Ciência,Cinza,"Como opera unicamente com lógica dedutiva a priori, não possui um programa de pesquisa direcionado à previsão empírica de fatos do mundo físico."
A159,Imre Lakatos,F15,Medicina,M27,Ciência,Verde,"Progressiva, pois altera continuamente seu cinturão protetor (novos medicamentos e terapias) para resguardar o núcleo (a cura), prevendo e solucionando o comportamento de doenças recém-descobertas."
A160,Imre Lakatos,F15,Psicologia,M28,Ciência,Verde,Programa progressivo (especialmente na psicologia cognitiva e comportamental) ao ajustar modelos teóricos para descobrir e antecipar padrões universais da mente.
A161,Imre Lakatos,F15,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,"Não possui um programa de pesquisa empírico estruturado, utilizando apenas a narrativa mítica retroativa, e não predições testáveis."
A162,Imre Lakatos,F15,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Prática folclórica e literária. Carece inteiramente de um núcleo rígido focado em hipóteses físicas e na previsão de eventos factuais.
A163,Imre Lakatos,F15,Neurociência,M30,Ciência,Verde,"Fortemente progressiva. Incorpora novas tecnologias ao seu cinturão para mapear o cérebro, prevendo comportamentos fisiológicos inéditos com sucesso."
A164,Imre Lakatos,F15,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,"Fortemente degenerativa. Falhas em testes laboratoriais geram hipóteses de fuga no cinturão protetor (ex: alegar que o ""ceticismo atrapalha o fenômeno""), servindo apenas para proteger o núcleo sem prever novidades empíricas."
A165,Imre Lakatos,F15,Pedagogia,M32,Não Ciência,Cinza,"Como tecnologia social e normativa do ensino, não visa proteger um núcleo teórico preditivo para revelar leis físicas ou biológicas desconhecidas."
A166,Imre Lakatos,F15,Política,M33,Não Ciência,Cinza,"Opera como prática normativa e social, não estruturando um cinturão protetor focado na descoberta empírica contínua de fenômenos naturais."
A167,Imre Lakatos,F15,Psicanálise,M34,Pseudociência,Vermelho,"Lakatos usou a psicanálise freudiana como exemplo clássico de programa degenerativo: qualquer comportamento anômalo do paciente é explicado retroativamente alterando as hipóteses protetoras, sem jamais prever fatos empíricos novos com exatidão."
A168,Imre Lakatos,F15,Química Analítica ,M35,Ciência,Verde,Programa extremamente progressivo; refina constantemente suas técnicas de medição para identificar e prever a existência de compostos e propriedades físicas totalmente desconhecidos.
A169,Imre Lakatos,F15,Física - Química ,M35,Ciência,Verde,"Possui um núcleo rígido termodinâmico/quântico inabalável e um cinturão protetor ágil que não apenas explica reações, mas antecipa matematicamente a formação de novos materiais com sucesso."
A170,Imre Lakatos,F15,Quiropraxia,M36,Pseudociência,Vermelho,"Programa degenerativo. Ao ser refutada pela medicina baseada em evidências, recua suas afirmações (hipóteses auxiliares) apenas para sobreviver institucionalmente, não descobrindo nada clinicamente novo."
A171,Imre Lakatos,F15,Religião,M37,Não Ciência,Cinza,Seu núcleo rígido e dogmático não tem a pretensão nem o mecanismo de se utilizar de hipóteses auxiliares para antecipar ou testar fatos novos do mundo empírico.
A172,Imre Lakatos,F15,Sociologia,M38,Ciência,Verde,Progressiva sempre que altera suas formulações teóricas para antecipar de modo válido o surgimento de novos fenômenos de massa ou transições institucionais.
A173,Imre Lakatos,F15,Teologia,M39,Não Ciência,Cinza,"O núcleo dogmático não busca, nem depende, de fazer previsões empíricas do mundo fático para existir."
A174,Imre Lakatos,F15,Teoria das Cordas,M40,Pseudociência,Vermelho,"Pela ótica estrita de Lakatos, flerta com a degeneração. Possui imenso aparato matemático, mas suas constantes modificações estruturais falharam, até hoje, em prever um único fato físico empírico novo que possa ser testado."
A175,Imre Lakatos,F15,Terraplanismo,M41,Pseudociência,Vermelho,"Programa intensamente degenerativo. Seu cinturão protetor baseia-se unicamente em inventar desculpas ad hoc (ex: ilusões de ótica, conspirações) para proteger o núcleo das incontáveis refutações da astronomia, sem nunca prever nada novo."
A176,Imre Lakatos,F15,Atomismo,M42,Ciência,Verde,"A Teoria Atômica Moderna é um programa progressivo vital. Seu núcleo materialista assimilou os modelos quânticos (cinturão) para não só explicar a matéria conhecida, mas prever a existência de inúmeras partículas subatômicas novas."
A177,Imre Lakatos,F15,Criticismo literário,M43,Não Ciência,Cinza,Opera fora do esquema de Lakatos por ser puramente interpretativo; não possui núcleo voltado para previsões empíricas da realidade.
A178,Karl Popper,F19,Acupuntura,M01,Pseudociência,Vermelho,"Quando ensaios clínicos falham em demonstrar eficácia além do placebo, a teoria se esquiva da refutação apelando para justificativas ad hoc (como medições incorretas de ""energia"")."
A179,Karl Popper,F19,Alquimia,M02,Pseudociência,Vermelho,"Falsificada, salva por hipóteses ad hoc."
A180,Karl Popper,F19,Antropologia Biológica,M03.1,Ciência,Verde,Formula predições sobre o registro fóssil e genético que proíbem a ocorrência de certos eventos empíricos (ex: encontrar um fóssil de Homo sapiens em camadas do período Jurássico refutaria a teoria).
A181,Karl Popper,F19,Arqueologia,M03.2,Ciência,Verde,Hipóteses sobre a utilidade de artefatos ou datação de assentamentos podem sofrer testes empíricos de falseabilidade e ser refutadas diante de novas escavações físicas.
A182,Karl Popper,F19,Antropologia Cultural/Social,M03.3,Não Ciência,Cinza,"Suas interpretações sobre o funcionamento das sociedades não são desenhadas para proibir eventos empíricos estritos, não sendo passíveis de refutação por testes."
A183,Karl Popper,F19,Antropologia Linguística,M03.4,Não Ciência,Cinza,"Foca em como o contexto sociocultural influencia a linguagem, sem estabelecer predições rígidas que possam sofrer falseação direta através da observação material isolada."
A184,Karl Popper,F19,Artes Visuais,M04.1,Não Ciência,Cinza,"Prática estética, sem falsificabilidade."
A185,Karl Popper,F19,Artes Cênicas,M04.2,Não Ciência,Cinza,"Expressão humana, não preditiva."
A186,Karl Popper,F19,Artes Musicais,M04.3,Não Ciência,Cinza,"Expressão artística, não testável."
A187,Karl Popper,F19,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,"Prática utilitária, não teórica."
A188,Karl Popper,F19,Astrologia,M05,Pseudociência,Vermelho,"Exemplo clássico popperiano de formulações tão vagas que conseguem se adequar a qualquer resultado, ""explicando tudo"" e não proibindo a ocorrência de nenhum evento empírico."
A189,Karl Popper,F19,Astronomia,M06,Ciência,Verde,Predições rigorosamente falsificáveis.
A190,Karl Popper,F19,Ecologia,M07.1,Ciência,Verde,"Os modelos estatísticos de interação populacional preveem resultados que proíbem outros; se a observação de campo contradiz o modelo ecológico, a hipótese sofre refutação."
A191,Karl Popper,F19,Biologia Molecular,M07.2,Ciência,Verde,Suas afirmações sobre o comportamento de proteínas e genes são específicas e estruturalmente falsificáveis a cada novo experimento laboratorial de replicação.
A192,Karl Popper,F19,Biorritmos,M08,Pseudociência,Vermelho,"Falsifica-se de científica matemática, mas utiliza hipóteses vagas (""energia baixa"") ou ad hoc (""interferências estressantes externas alteraram seu ciclo hoje"") para blindar a teoria sempre que a predição inicial falha no teste."
A193,Karl Popper,F19,Criacionismo,M09,Pseudociência,Vermelho,"Evita a refutação estrutural. Quando confrontado com descobertas geológicas e fósseis que o falsificariam, introduz hipóteses ad hoc inquestionáveis para proteger a teoria."
A194,Karl Popper,F19,Design Inteligente,M10,Pseudociência,Vermelho,"Infalseável, recorre a dogmas ad hoc."
A195,Karl Popper,F19,Direito,M11,Não Ciência,Cinza,É um sistema normativo que visa o ordenamento social. Não faz predições empíricas físicas que possam ser corroboradas ou falsificadas cientificamente
A196,Karl Popper,F19,Microeconomia,M12.1,Ciência,Verde,Modelos confrontáveis com dados empíricos.
A197,Karl Popper,F19,Macroeconomia,M12.2,Ciência,Verde,Hipóteses abertas à refutação estatística.
A198,Karl Popper,F19,Economia aplicada,M12.3,Ciência,Verde,Testável na prática.
A199,Karl Popper,F19,Engenharia de pesca,M13.1,Ciência,Verde,"Suas previsões biológicas e matemáticas sobre limites de extração proíbem certos eventos ecológicos, sendo estruturalmente abertas à falsificação pela observação de campo."
A200,Karl Popper,F19,Engenharia aeroespacial,M13.2,Ciência,Verde,Altamente falsificável. Os cálculos de resistência e aerodinâmica proíbem falhas estruturais específicas; um fracasso no voo refuta empiricamente a hipótese aplicada.
A201,Karl Popper,F19,Esportes,M14,Não Ciência,Cinza,"Atividade física, não formula predições."
A202,Karl Popper,F19,Filosofia - Estética,M15.1,Não Ciência,Cinza,O estudo de juízos de valor e do que constitui a arte não formula previsões suscetíveis a testes empíricos de falseação pela natureza física.
